vulc,perc_nat_rubber,wiring_strength,weather,perc_imp,temperature,tread_type,tyre_season,elevation,month,tread_depth,tyre_quality,perc_exp_comp,diameter,add_layers,failure
16.172,30,1,0.19,0.02,-1.04,4,1,515,4,2,1,5.47,NA,1,1
17.17,36,1,0.62,0.05,0.92,4,0,405.5,0,1,0,5.71,56.2,1,1
17.674,40,0,0.21,0,0.56,2,1,362.5,2,1,0,5.36,NA,1,0
19.63,27,2,0.19,0.02,-2.48,2,0,252,0,1,1,5.46,NA,1,0
18.636,33,1,0.3,0.01,1.12,0,0,245,9,2,0,5.85,NA,2,1
20.422,29,1,0.19,0.02,-9.4,4,1,312.5,10,1,1,5.58,NA,0,0
17.148,24,1,0.62,0.05,0.96,4,1,590.5,10,2,0,6.15,NA,1,1
17.458,25,1,0.16,0.01,-8.24,0,1,251.5,8,0,1,5.04,NA,1,0
19.85,31,1,0.62,0.05,11.72,1,0,714.5,10,2,0,6.22,NA,1,0
17.206,26,0,0.13,0.01,-2.44,4,0,175,8,3,0,6.16,58.2,1,0
16.692,25,1,0.39,0.01,-3,2,0,143.5,6,2,0,6.14,NA,1,1
19.876,31,0,0.13,0.01,-1.76,4,0,310.5,10,3,0,6.16,NA,1,0
18.99,39,2,0.14,0,11.96,4,0,811,7,3,0,6.18,NA,1,0
19.784,37,1,0.16,0.01,-13.84,1,0,378,11,1,1,4.9,NA,1,0
17.112,25,1,0.21,0,-2.56,2,0,261.5,11,1,0,5.69,NA,0,1
20.166,32,1,0.21,0,-6.04,3,0,287,10,1,0,5.89,NA,0,0
16.228,34,0,0.27,0.01,-0.48,4,0,718,2,3,0,6.06,NA,1,1
17.54,37,0,0.39,0.01,-1,4,1,191,4,2,0,6.59,NA,1,1
18.166,35,1,0.16,0.01,-9.44,3,1,381.5,3,0,1,5.32,NA,0,0
19.71,27,1,0.27,0.01,5.44,0,0,391,0,0,0,5.89,NA,1,1
17.008,31,1,0.39,0.01,-0.84,1,1,510,5,0,0,5.37,58,1,1
17.656,37,1,0.16,0.01,-4.24,1,0,477.5,9,1,0,5.92,NA,1,0
16.678,30,0,0.05,0,0.36,0,1,447,7,1,0,5.94,73.4,1,0
16.038,35,0,0.3,0.01,-1.88,0,0,279.5,0,1,0,6.24,NA,1,0
19.544,35,1,0.03,0,0.36,3,0,331.5,1,1,0,6.01,89.1,0,1
17.884,28,1,0.39,0.01,-0.8,2,1,509,8,2,1,5.86,NA,1,1
17.712,26,1,0.16,0.01,-8,0,1,299,8,0,1,5.62,82.5,1,0
16.87,29,1,0.21,0,1.12,4,1,428,5,1,0,5.62,63.8,0,0
20.168,36,1,0.37,0.02,-4.6,4,0,566.5,11,3,0,4.94,53.9,1,0
17.894,24,1,0.16,0.01,-8.76,0,1,245,8,0,1,5.31,NA,1,0
17.56,25,1,0.16,0.01,-7.96,0,1,369.5,8,0,1,5.1,NA,1,0
17.818,28,1,0.39,0.01,-3.68,2,0,678,0,0,0,5.8,NA,1,1
17.584,27,1,0.13,0.01,-2,4,0,612,10,3,0,6.48,NA,1,0
15.25,27,1,0.62,0.05,5.72,0,1,558.5,6,0,0,6.02,NA,1,0
17.156,36,1,0.03,0,8.6,4,0,283,11,2,0,6.34,NA,1,1
17.958,27,1,0.16,0.01,-8.8,0,1,322.5,8,0,1,5.43,87.2,1,0
17.924,31,1,0.93,0.04,-0.2,1,1,782,4,3,0,6.08,NA,0,1
19.324,34,1,0.19,0.02,-3.56,0,0,265,4,2,1,5.1,NA,1,1
16.016,32,0,0.93,0.04,-3.2,0,0,126,8,1,1,5.69,73.1,1,1
17.504,25,1,0.16,0.01,-7.92,0,1,341,8,0,1,5.19,NA,1,0
18.952,32,1,0.3,0.01,-4,4,0,590,8,0,0,5.24,70,1,0
17.654,34,0,0.39,0.01,-4,0,1,597,10,0,0,5.95,NA,1,1
20.776,29,1,0.16,0.01,-14.32,1,0,217.5,10,2,1,4.54,NA,1,0
17.146,30,0,0.39,0.01,1.84,3,0,193.5,9,3,0,6.06,NA,1,1
15.76,33,1,0.62,0.05,13.32,4,1,269,0,3,0,6.74,NA,2,1
16.9,32,1,0.3,0.01,-0.72,3,0,363.5,8,2,0,6.15,NA,0,1
16.63,27,0,0.62,0.05,30.64,3,1,228.5,2,0,0,6.66,NA,1,0
16.966,28,0,0.37,0.02,-4.68,4,0,330.5,9,1,0,6.21,NA,0,1
17.756,25,1,0.62,0.05,8.12,4,1,538,10,0,0,6.22,85,1,1
18.246,26,1,0.16,0.01,-7.68,0,1,361.5,8,0,1,5.61,NA,1,0
17.238,38,1,0.37,0.02,-0.56,0,0,102,3,2,0,5.55,NA,1,0
17.906,23,1,0.16,0.01,-7.72,0,1,285.5,8,0,1,5.27,76.4,1,0
17.934,27,1,0.16,0.01,-7.24,0,1,273.5,8,0,1,5.43,88.2,1,0
16.626,32,1,0.21,0,-9.16,3,0,211,0,0,0,5.56,NA,1,0
16.912,40,0,0.62,0.05,1.24,0,1,462.5,1,1,0,6.22,87.6,1,0
18.502,33,0,0.21,0,-1.64,0,0,425,4,1,0,5.61,NA,2,0
16.192,29,1,0.39,0.01,-1.44,4,1,356.5,1,0,0,6.13,NA,1,1
16.11,41,0,0.39,0.01,-0.52,4,0,236,5,3,0,5.63,57.7,1,1
17.658,33,0,0.11,0,-2.16,2,1,530,11,1,0,5.96,NA,1,0
18.384,31,1,0.37,0.02,-1.76,0,1,250.5,0,0,0,6.1,NA,1,0
18.534,26,1,0.39,0.01,-3.24,3,1,681,0,2,0,5.21,NA,1,1
18.172,32,0,0.14,0,-4.52,3,0,284,4,1,0,5.65,NA,0,0
17.552,21,1,0.16,0.01,-7.12,0,1,375,8,0,1,5.34,NA,1,0
17.906,25,1,0.16,0.01,-8.72,0,1,294,8,0,1,5.09,72.3,1,0
17.558,30,1,0.21,0,-6.08,2,0,502,1,0,0,5.9,74.2,1,1
16.95,29,1,0.05,0,-7.84,2,1,238,4,2,0,5.88,NA,1,0
19.704,31,1,0.39,0.01,-0.48,0,1,366,1,2,0,6.03,NA,0,0
17.152,37,1,0.21,0,-7.24,3,1,157.5,11,3,0,5.89,NA,0,1
21.014,36,1,0.62,0.05,-9.36,4,1,273,9,0,0,5.82,NA,0,0
18.702,34,1,0.27,0.01,-2.4,0,0,394.5,6,2,0,5.75,NA,1,1
17.584,32,1,0.39,0.01,-3.24,1,1,260,8,0,0,5.42,53.3,1,1
16.012,34,1,0.62,0.05,0.4,2,0,335.5,8,2,0,5.98,NA,1,1
17.494,25,1,0.16,0.01,-8.76,0,1,363,8,0,1,5.78,NA,1,0
16.57,26,0,0.39,0.01,0.92,4,0,312,10,1,0,5.94,NA,1,1
17.528,32,1,0.39,0.01,-2.68,4,1,476.5,7,0,0,5.2,NA,1,0
20.592,28,1,0.62,0.05,-1.92,0,1,292,6,1,0,6.09,NA,1,0
17.56,24,1,0.19,0.02,4.36,1,0,373,10,2,0,6.26,NA,1,1
17.564,21,1,0.16,0.01,-7.68,0,1,356,8,0,1,5.36,96.1,1,0
18.218,27,0,0.16,0.01,-7.48,0,0,221,6,0,1,5.2,NA,1,0
19.1,34,1,0.37,0.02,-2.76,4,0,353.5,4,1,0,5.55,NA,1,0
17.816,24,1,0.16,0.01,-8.16,0,1,398.5,8,0,1,5.29,NA,1,0
18.29,32,0,0.27,0.01,-3.68,4,0,770,1,1,0,5.79,NA,0,1
16.4,30,1,0.22,0,1.44,1,1,555,4,1,0,6.6,NA,1,1
17.944,26,1,0.22,0,-3.36,0,1,348.5,4,1,0,6.33,NA,1,0
17.606,32,1,0.19,0.02,-2,1,0,264.5,6,0,1,5.51,NA,1,0
18.042,24,1,0.16,0.01,-6.8,0,1,347.5,8,0,1,5.23,NA,1,0
20.494,34,0,0.3,0.01,-2.08,2,0,565.5,5,0,1,6.04,NA,1,0
16.482,30,1,0.22,0,-0.24,3,1,311,4,0,0,6.04,NA,1,0
17.756,26,1,0.16,0.01,-8.12,2,1,270.5,5,0,1,5.33,99.4,1,0
17.582,26,1,0.16,0.01,-8.76,0,1,449,8,0,1,5.32,85.1,1,0
17.764,23,1,0.16,0.01,-7.04,0,1,327.5,8,0,1,5.35,NA,1,0
17.536,24,1,0.16,0.01,-7.56,0,1,397,8,0,1,5.53,NA,1,0
19.234,35,1,0.93,0.04,7.76,2,0,506,0,1,0,6.57,NA,2,0
15.938,30,1,0.62,0.05,19.12,2,0,530.5,5,3,0,6.82,NA,1,1
17.382,24,1,0.16,0.01,-7.12,0,1,313,8,0,1,5.45,NA,1,0
16.138,34,1,0.1,0.01,-0.12,4,0,366,5,1,0,5.85,NA,1,0
20.534,32,1,0.39,0.01,1.96,1,0,237.5,5,3,1,6.08,NA,1,1
17.458,31,0,0.05,0,-1.36,1,1,264,7,1,0,6.04,66.6,1,0
19.276,34,1,0.27,0.01,-0.32,1,0,249,3,1,0,5.95,NA,1,0
19.446,36,1,0.29,0.01,-3.88,1,0,259.5,10,2,0,5.97,NA,1,0
18.172,34,0,0.37,0.02,-0.48,0,0,526,1,1,0,5.72,91.8,1,0
17.328,30,0,0.37,0.02,1,4,1,298,0,3,0,5.92,NA,1,0
19.04,36,0,0.16,0.01,-3.36,1,0,158,8,0,1,5.54,NA,1,0
18.574,30,1,0.37,0.02,-4.12,1,1,642.5,7,3,0,6.29,NA,1,0
18.014,23,1,0.16,0.01,-7.84,0,1,289,8,0,1,5.34,51.8,1,0
19.672,35,0,0.37,0.02,-7.12,0,1,224.5,9,2,0,5.5,57.6,1,0
16.778,32,0,0.03,0,-1.72,3,0,292.5,11,1,0,5.89,84.2,2,0
15.992,31,0,0.22,0,-4.6,0,1,477,8,1,0,5.85,77.1,1,1
19.32,36,0,0.04,0.01,-1.2,1,1,643,5,3,0,6.13,NA,1,0
17.56,32,0,0.22,0,-0.08,3,1,295,3,0,0,5.81,NA,1,0
19.066,44,0,0.3,0.01,-1.52,1,0,646.5,5,0,0,5.96,NA,0,1
16.968,33,0,0.37,0.02,-0.12,3,0,526,1,1,0,6.18,NA,1,1
19.138,33,1,0.16,0.01,-9.08,1,1,224,1,1,1,4.97,89.9,1,0
19.51,35,1,0.29,0.01,-6.4,4,1,486.5,11,1,0,5.27,NA,1,0
19.594,28,1,0.21,0,-3.24,3,0,221,1,3,0,5.94,NA,1,1
17.704,29,1,0.22,0,-1.72,3,1,402.5,6,0,0,5.82,NA,1,0
16.098,39,0,0.62,0.05,1.6,3,0,628.5,3,3,0,6.52,NA,1,1
19.926,31,0,0.3,0.01,-5.84,0,0,576,8,3,0,5.68,NA,1,0
17.068,26,1,0.3,0.01,-3.12,4,0,345.5,8,2,0,5.76,NA,1,1
17.46,29,1,0.16,0.01,1.36,0,0,189.5,5,0,1,5.7,89.2,1,1
19.576,36,0,0.03,0,-1.84,4,1,310,3,1,0,6.01,NA,1,0
18.46,27,0,0.62,0.05,-2.76,2,0,442.5,11,1,0,6.01,65.2,1,1
16.444,37,0,0.39,0.01,0.64,1,0,221.5,4,0,0,6.01,NA,1,0
17.698,31,0,0.62,0.05,-4.12,4,1,249.5,0,1,0,6,NA,1,1
19.1,26,0,0.06,0,1.08,1,0,480,10,0,0,6.04,NA,1,0
16.534,34,0,0.21,0,1.2,2,0,404.5,6,3,0,5.38,NA,1,1
25.202,34,1,0.3,0.01,-6.88,3,0,408,5,3,0,5.54,NA,0,0
17.174,34,1,0.29,0.01,2.36,1,1,270.5,11,0,0,5.69,68.5,1,0
17.706,35,0,0.37,0.02,-1.2,0,1,745.5,4,2,0,5.77,NA,1,1
18.298,37,0,0.21,0,-0.08,3,1,463,10,0,0,5.64,NA,1,1
16.314,33,1,0.62,0.05,-3.96,0,0,103,4,1,0,6.09,90.3,1,1
20.764,29,1,0.21,0,-5.92,0,0,311,6,3,0,5.63,92.8,1,1
20.518,29,0,0.16,0.01,-10.96,3,0,355.5,5,2,1,5.61,NA,1,0
19.544,33,0,0.3,0.01,-0.44,0,0,133.5,11,2,0,6.02,NA,1,0
18.514,31,0,0.37,0.02,-6.16,3,1,390.5,0,3,0,5.61,NA,1,0
21.666,30,1,0.17,0.01,-1.48,3,0,381.5,0,2,0,5.94,NA,1,0
17.6,30,1,0.37,0.02,-2.52,3,1,127.5,3,1,0,5.85,NA,1,0
18.54,26,1,0.93,0.04,24.08,4,0,205,4,3,0,6.58,NA,0,1
16.738,39,0,0.62,0.05,1.48,4,1,694.5,1,1,0,6.43,NA,1,0
17.488,38,0,0.11,0,1.4,3,1,328.5,6,2,0,6.14,NA,0,0
16.592,35,0,0.1,0.01,0.08,1,0,504.5,7,0,0,5.91,NA,1,0
18.14,32,0,0.16,0.01,-14.24,1,1,480.5,0,1,1,5.25,NA,1,0
18.606,32,1,0.39,0.01,2.32,1,1,221.5,4,0,1,5.99,NA,1,1
17.966,30,1,0.37,0.02,1.68,2,0,409,5,1,0,5.74,61.4,1,0
15.812,29,1,0.37,0.02,-2.76,2,0,394.5,9,3,0,5.3,67.2,1,1
19.506,34,0,0.29,0.01,-1.4,4,0,178.5,5,0,0,5.99,65.9,1,0
19.202,31,0,0.37,0.02,0.12,4,0,173.5,4,1,0,5.3,NA,1,1
18.152,32,0,0.62,0.05,0.6,1,1,552.5,4,1,0,6.05,NA,1,1
20.186,28,0,0.3,0.01,0.76,3,0,290.5,0,0,0,5.66,NA,1,1
18.49,36,0,0.17,0.01,-2.48,1,0,365.5,1,1,0,5.46,78.5,1,0
17.548,32,1,0.21,0,5.16,4,1,428,0,1,0,5.22,NA,1,1
17.962,24,1,0.16,0.01,-7.36,0,1,316.5,8,0,1,5.48,NA,1,0
19.164,29,1,0.05,0,-7.04,2,1,379,11,2,0,5.85,NA,2,0
16.204,35,0,0.3,0.01,-1.84,3,0,449,0,2,0,5.99,NA,0,0
24.184,42,1,0.38,0.04,-3.56,3,1,201.5,5,0,1,6.41,NA,1,0
18.83,28,1,0.29,0.01,19.32,3,1,276.5,7,1,0,6.58,61.6,1,1
19.192,33,0,0.16,0.01,-9.52,1,0,244,7,1,1,5.23,74.1,1,0
17.734,23,1,0.16,0.01,-7.36,0,1,301,8,0,1,5.16,NA,1,0
17.982,30,1,0.16,0.01,-8.72,0,1,235.5,8,0,1,5.32,NA,1,0
20.84,33,1,0.37,0.02,-7.88,0,0,244.5,10,3,0,6.28,NA,0,1
19.474,32,0,0.39,0.01,2.64,2,0,485,3,0,0,6.12,100.9,1,0
16.694,28,1,0.21,0,-3,0,0,606,9,3,0,5.76,NA,1,0
17.218,27,0,0.62,0.05,3.16,2,1,593,6,3,0,6.59,NA,1,1
15.87,28,2,0.11,0,0.84,1,1,338,11,2,0,5.86,NA,1,1
17.554,30,1,0.16,0.01,-8.4,0,1,304,8,0,1,5.36,NA,1,0
18.198,33,2,0.39,0.01,-1.96,2,1,595.5,1,0,0,5.89,NA,1,0
17.764,21,1,0.16,0.01,-9,0,1,267,8,0,1,5.24,NA,1,0
19.92,32,1,0.16,0.01,0.96,4,0,412.5,7,3,0,6.66,NA,1,1
19.074,30,1,0.62,0.05,-0.6,1,0,597,7,2,0,6.23,81.6,1,1
18.562,30,0,0.13,0.01,0.56,4,0,370.5,6,1,0,6.32,NA,1,1
16.586,35,0,0.39,0.01,0.12,0,0,354,0,1,0,5.87,NA,2,0
19.51,37,0,0.37,0.02,-0.04,0,0,271,9,0,0,6.13,NA,1,0
17.762,18,1,0.16,0.01,-9.44,0,1,425.5,8,0,1,4.89,NA,1,0
16.33,28,1,0.21,0,-4.8,2,1,208,2,2,0,5.85,NA,1,1
16.83,22,1,0.62,0.05,-1.92,4,0,633,11,2,0,5.97,101.9,1,1
21.24,42,0,0.62,0.05,-2.56,4,0,739.5,10,1,0,5.53,NA,1,0
16.564,35,0,0.3,0.01,-0.76,4,0,403,0,2,0,5.45,NA,1,0
18.088,36,1,0.22,0,-5.24,3,1,253.5,11,0,0,5.92,80.3,1,0
18.344,34,0,0.39,0.01,2.16,1,0,166,6,3,0,6.25,73.4,1,1
17.39,33,0,0.13,0.01,-3.36,3,0,193.5,5,2,0,5.78,NA,1,0
18.712,33,1,0.39,0.01,-0.4,4,0,217.5,2,2,0,5.73,NA,1,1
17.802,33,0,0.17,0.01,-2.36,4,0,292.5,8,2,0,5.68,81.4,1,0
19.968,37,1,0.11,0,-0.6,2,1,417,6,3,0,5.99,NA,1,0
17.666,30,1,0.04,0.01,-1.36,1,1,555,4,0,0,6.12,90.8,1,0
19.022,35,1,0.19,0.02,-1.48,3,1,467.5,2,0,1,5.78,NA,1,0
19.268,39,0,0.21,0,-0.04,1,1,169,5,2,0,5.85,NA,1,0
16.476,35,0,0.62,0.05,-1.16,1,0,240.5,3,0,0,6.11,90.1,2,0
16.214,30,0,0.03,0,-0.48,3,1,408.5,8,0,0,5.81,NA,1,0
19.304,30,1,0.62,0.05,-7.68,4,1,530.5,7,0,0,6.06,93.5,1,0
17.094,35,0,0.11,0,-1.08,3,1,452.5,10,1,0,5.84,NA,1,0
18.128,24,1,0.16,0.01,-8.36,0,1,213,8,0,1,5.52,NA,1,0
19.958,34,0,0.62,0.05,-5.24,0,1,257.5,4,0,0,5.64,NA,1,0
17.644,25,1,0.16,0.01,-7.92,0,1,373,8,0,1,5.35,NA,1,0
18.664,35,1,0.3,0.01,-0.32,4,0,175.5,0,0,0,5.6,NA,1,0
16.002,25,1,0.62,0.05,15.76,2,0,263,11,3,0,6.88,68.9,1,1
17.446,37,0,0.22,0,0.16,2,1,453.5,3,1,0,6.07,NA,1,0
19.004,36,1,0.38,0.04,9.44,1,1,258,3,3,0,6.86,NA,0,1
18.13,28,1,0.16,0.01,-8.8,0,1,313,8,0,1,5.73,71.7,1,0
18.6,33,1,0.93,0.04,-0.4,4,1,764.5,6,3,0,5.79,74,1,1
18.096,38,1,0.37,0.02,-3.24,4,0,263.5,7,3,0,6.23,81.4,0,0
19.194,29,0,0.16,0.01,-8.12,1,0,325,2,0,1,5.17,63.1,1,1
17.896,27,1,0.16,0.01,-7.84,0,1,288,8,0,1,5.47,72.8,1,0
18.202,31,0,0.16,0.01,-9.56,1,0,345.5,8,0,1,5.63,57.3,1,0
19.69,36,1,0.37,0.02,-3.44,3,1,553,2,3,0,5.6,NA,1,0
15.706,37,1,0.62,0.05,2.04,4,1,380.5,1,3,0,6.23,NA,1,1
17.552,26,1,0.62,0.05,9.64,1,1,767,11,2,0,6.2,NA,1,1
18.288,34,0,0.39,0.01,0.12,1,1,168.5,9,1,0,5.46,NA,1,1
17.796,29,1,0.16,0.01,-8.68,0,1,139,8,0,1,5.28,85.8,1,0
18.894,31,0,0.16,0.01,-11.68,0,0,245,2,0,1,5.63,NA,1,1
19.37,29,1,0.3,0.01,0,4,0,367.5,3,0,0,5.96,NA,1,0
15.676,40,1,0.93,0.04,22.12,0,1,481.5,6,0,0,6.33,NA,1,1
19.612,31,0,0.16,0.01,-8.68,4,1,379,8,2,1,5.27,NA,1,0
17.718,29,0,0.37,0.02,2.44,1,0,284,1,0,0,5.99,NA,1,0
18.154,25,1,0.03,0,3.24,0,1,610.5,8,3,0,6.22,NA,1,0
18.13,30,0,0.03,0,2.6,1,1,198,8,0,0,5.8,NA,1,1
16.336,30,0,0.11,0,1.16,0,1,301,6,2,0,5.77,NA,1,0
17.196,37,0,0.04,0.01,0.44,3,1,496,1,0,0,6.29,66.6,1,0
17.054,29,1,0.3,0.01,-0.88,0,0,144.5,1,1,0,5.45,NA,1,0
19.98,33,0,0.16,0.01,-3.96,0,0,293.5,10,2,0,5.89,68.9,1,0
16.946,30,0,0.22,0,-2.2,1,1,286.5,6,0,0,6.6,NA,1,1
16.932,38,1,0.16,0.01,-2.44,0,1,571.5,6,3,0,5.81,62.6,0,1
16.418,36,0,0.21,0,-3.96,1,0,480,11,2,0,6.2,NA,1,0
17.406,29,2,0.93,0.04,-2.32,4,1,669.5,11,2,0,6.03,NA,1,1
20,34,0,0.37,0.02,-3.76,0,1,291.5,2,0,0,5.45,NA,1,0
18.276,33,1,0.37,0.02,0.64,1,0,114,0,2,0,5.69,NA,1,0
17.68,23,1,0.16,0.01,-7.84,0,1,379.5,8,0,1,5.4,NA,1,0
19.932,32,1,0.16,0.01,-12.96,3,0,222.5,3,0,1,5.49,78.2,1,0
17.752,31,0,0.22,0,-1.24,0,1,298,1,1,0,5.95,78.3,0,0
17.786,26,1,0.16,0.01,-8.72,0,1,364,8,0,1,5.31,NA,1,0
18.116,31,0,0.16,0.01,-12.56,0,1,469.5,0,2,1,5.15,NA,1,0
20.09,33,1,0.16,0.01,-8.68,2,1,372,7,3,1,5.47,56.1,1,0
17.028,34,0,0.62,0.05,-4,1,1,534.5,5,0,0,5.72,NA,1,0
17.434,29,1,0.21,0,-5.32,1,1,58,9,3,0,5.6,NA,1,0
18.674,35,1,0.62,0.05,-5.96,1,1,290.5,11,1,0,5.9,NA,1,0
18.532,28,1,0.16,0.01,-9.68,1,0,283,8,1,1,5.54,61.8,0,0
19.574,32,0,0.13,0.01,-3.36,0,0,470.5,3,0,1,5.73,NA,1,0
17.976,27,1,0.16,0.01,-6.72,0,1,215.5,8,0,1,5.39,NA,1,0
17.254,32,1,0.22,0,-2.72,3,1,265,1,2,0,6.03,NA,1,1
21.816,31,1,0.16,0.01,-7.76,4,1,358,0,3,1,5.69,NA,1,0
20.126,31,0,0.06,0,-1.56,0,0,279,8,2,0,5.99,NA,1,0
17.962,31,0,0.62,0.05,-4.28,1,0,404.5,11,1,0,6.23,90.5,1,1
17.958,24,1,0.16,0.01,-7.88,0,1,321.5,8,0,1,5.35,95,1,0
19.872,35,0,0.21,0,-7.44,2,1,290,0,0,0,5.95,NA,1,0
17.966,20,1,0.16,0.01,-7.12,0,1,382,8,0,1,5.71,NA,1,0
19.676,33,1,0.39,0.01,-3.96,0,1,485.5,3,2,0,5.75,83.9,1,0
15.92,39,0,0.37,0.02,0.8,1,0,309,6,3,0,5.71,NA,1,0
20.262,30,1,0.29,0.01,-5.28,0,0,323.5,7,1,0,5.88,NA,1,0
21.084,33,1,0.38,0.04,-0.72,3,0,450.5,6,1,0,6.19,60.9,1,0
17.918,23,1,0.16,0.01,-7.36,0,1,251,8,0,1,5.37,93.9,1,0
18.306,39,1,0.39,0.01,-0.44,4,0,275,2,0,0,6.25,NA,1,0
17.46,23,1,0.16,0.01,-9.28,0,1,346.5,8,0,1,4.97,66.6,1,0
17.49,36,0,0.22,0,1.12,4,1,579,8,1,0,5.52,NA,1,1
15.468,43,1,0.93,0.04,7.8,1,1,575.5,5,2,0,6.52,71.7,1,1
18.542,29,1,0.37,0.02,-7.68,4,1,364,8,2,0,5.25,NA,1,1
18.024,39,0,0.06,0,-1.6,1,0,253.5,11,3,0,5.67,NA,1,0
17.46,28,0,0.21,0,-4.72,0,1,496.5,1,0,0,6.12,NA,1,1
22.134,38,1,0.03,0,-0.4,0,0,253.5,0,0,0,6.12,58.1,0,0
18.952,34,0,0.62,0.05,-0.96,3,0,308,1,2,0,5.89,NA,1,1
17.628,26,0,0.62,0.05,9.12,1,1,314.5,10,3,0,6.51,45.3,0,1
16.962,29,1,0.22,0,-2.12,0,1,333.5,1,3,0,6.42,NA,1,1
18.216,35,0,0.62,0.05,0.24,3,1,513,5,0,0,6.15,64.9,1,1
16.544,31,1,0.11,0,-3.48,0,1,402,0,0,0,5.6,90.8,1,0
17.788,21,1,0.16,0.01,-7.52,0,1,345.5,8,0,1,5.18,67.7,1,0
16.424,37,0,0.14,0,-0.48,3,0,236.5,7,3,0,5.83,90.9,1,0
19.228,36,1,0.13,0.01,-5.04,1,0,586.5,10,2,0,5.85,NA,1,0
17.758,28,1,0.21,0,2.16,1,1,233,10,3,0,5.63,NA,1,0
17.474,33,0,0.22,0,-0.96,1,1,489.5,7,2,0,6.23,89.7,1,0
16.578,33,1,0.62,0.05,-0.76,1,0,478.5,7,3,0,6.33,NA,1,1
22.712,33,1,0.14,0,-5.72,3,0,296.5,5,0,0,5.9,77.1,0,0
19.756,27,1,0.03,0,-0.6,2,0,493,1,0,0,5.35,NA,1,0
16.1,29,0,0.62,0.05,11.72,4,1,186.5,2,1,0,6.28,NA,2,1
20.86,33,1,0.21,0,-5.56,3,1,479,11,1,0,5.59,NA,1,0
20.476,30,1,0.27,0.01,-1.24,1,0,157,0,1,0,5.98,NA,1,0
18.216,35,0,0.22,0,-1.72,4,1,309,3,0,0,5.81,NA,1,0
18.06,30,1,0.17,0.01,-4.24,0,0,512,11,0,0,5.99,NA,1,0
15.746,36,0,0.62,0.05,8.88,0,0,327.5,11,3,0,6.64,NA,1,1
22.58,37,1,0.62,0.05,0.6,1,0,314,8,3,0,6.26,NA,1,0
19.942,31,1,0.39,0.01,-6.48,1,1,277,2,1,0,5.8,NA,1,0
18.222,26,1,0.16,0.01,-6.2,0,1,328,8,0,1,5.11,NA,1,0
18.392,33,0,0.19,0.02,-1.84,4,0,301,1,0,1,5.75,NA,1,0
16.976,37,0,0.03,0,-1.6,3,0,479.5,10,2,0,5.82,NA,1,0
16.91,35,0,0.3,0.01,-0.08,3,0,209,0,3,0,6.08,95.2,1,0
18.504,35,0,0.3,0.01,-1.16,0,0,274,11,2,0,6.25,NA,1,0
17.928,22,1,0.16,0.01,-7.36,0,1,444,8,0,1,5.03,NA,1,0
17.472,27,1,0.14,0,2.24,1,0,360,9,2,0,5.87,80.1,1,0
16.098,28,1,0.62,0.05,2.96,3,0,391.5,6,2,0,6.34,NA,1,1
20.206,33,1,0.16,0.01,-4.76,1,1,233.5,8,3,0,5.76,NA,1,0
19.266,35,1,0.16,0.01,-12.84,2,0,218.5,0,0,1,5.58,78.2,1,1
18.002,21,1,0.16,0.01,-8.04,0,1,518.5,8,0,1,5.07,NA,1,0
16.026,37,1,0.93,0.04,5.16,4,0,354,6,0,0,5.83,88.6,1,1
18.272,30,0,0.62,0.05,-2.4,4,1,792,8,0,0,6.61,52.7,1,1
19.412,33,1,0.3,0.01,3.08,2,0,190,1,0,0,6.59,NA,0,0
18.792,31,1,0.16,0.01,-9.72,3,1,274.5,4,3,1,5.43,NA,1,1
23.904,32,1,0.38,0.04,-1.48,1,0,477,11,0,1,6.03,NA,1,0
17.774,26,1,0.16,0.01,-7.84,0,1,352,8,0,1,5.6,NA,1,0
19.908,29,1,0.3,0.01,-1.76,2,0,239.5,7,2,0,5.1,56.1,0,0
16.962,25,1,0.16,0.01,-12.08,3,0,475.5,4,0,1,5.28,NA,1,1
17.358,36,0,0.39,0.01,-1.56,3,1,496,10,0,0,5.41,NA,1,0
18.56,34,0,0.37,0.02,-1.8,1,1,305,2,0,0,5.78,NA,1,0
15.926,30,1,0.21,0,-7.48,3,1,582,9,3,0,5.49,NA,1,0
20.8,34,1,0.21,0,-3.48,3,0,287.5,1,0,0,5.6,NA,1,1
19.664,29,1,0.22,0,-4.76,4,1,530,0,2,0,6.01,75.3,1,0
19.686,35,1,0.1,0.01,-1.16,4,0,263.5,4,1,0,5.31,NA,1,0
17.968,23,1,0.16,0.01,-8.08,0,1,289,8,0,1,5.61,NA,1,0
16.636,33,0,0.27,0.01,-2.16,1,0,244.5,0,0,0,5.82,NA,1,0
17.472,29,2,0.19,0.02,10.48,0,0,227,3,1,0,6.54,NA,1,1
17.422,31,0,0.37,0.02,-5.28,3,1,199,0,2,0,5.92,NA,1,1
20.084,35,0,0.21,0,-4.4,1,0,276.5,9,2,0,4.93,NA,1,0
17.95,33,1,0.16,0.01,-3.44,4,1,343,3,0,0,5.91,NA,1,1
17.296,27,0,0.16,0.01,-10,0,0,219.5,3,0,1,5.32,NA,2,0
17.21,30,0,0.39,0.01,-0.64,0,1,218,3,1,0,6.2,69.4,1,0
16.83,37,0,0.3,0.01,-2.44,4,0,779.5,9,2,0,6.25,89.6,1,0
17.26,36,0,0.14,0,-0.56,4,0,582.5,1,1,0,6.15,NA,0,1
